MSTRG.8369	unknown
MSTRG.27144	unknown
MSTRG.80192	unknown
MSTRG.31267	unknown
LOC111117809	GO:0043167
LOC111134887	GO:0003677;GO:0003700;GO:0005634;GO:0009058;GO:0030154;GO:0032991;GO:0034641
LOC111122362	GO:0003674;GO:0005575;GO:0007165;GO:0007267
LOC111118493	GO:0003677;GO:0009058;GO:0034641
LOC111131813	unknown
LOC111128918	unknown
MSTRG.65537	unknown
MSTRG.74323	unknown
MSTRG.59565	unknown
LOC111129541	GO:0003674
MSTRG.7669	unknown
MSTRG.18248	unknown
MSTRG.25856	unknown
MSTRG.17280	unknown
MSTRG.52853	unknown
MSTRG.73467	unknown
MSTRG.37849	unknown
MSTRG.45140	unknown
MSTRG.17785	unknown
LOC111118667	GO:0003674;GO:0005783;GO:0008150
MSTRG.13310	unknown
MSTRG.87	unknown
MSTRG.3000	unknown
MSTRG.11369	unknown
MSTRG.9994	unknown
MSTRG.44193	unknown
MSTRG.45337	unknown
MSTRG.25776	unknown
MSTRG.22495	unknown
LOC111119557	GO:0005576;GO:0007155;GO:0043167
MSTRG.45121	unknown
MSTRG.84385	unknown
LOC111129820	GO:0003674
MSTRG.30565	unknown
MSTRG.77079	unknown
MSTRG.67277	unknown
MSTRG.75966	unknown
LOC111126088	GO:0006457;GO:0032991;GO:0051082
LOC111101619	GO:0003674
MSTRG.75896	unknown
MSTRG.9874	unknown
MSTRG.84010	unknown
LOC111109930	unknown
MSTRG.10007	unknown
MSTRG.344	unknown
LOC111114912	GO:0043167
MSTRG.53977	unknown
MSTRG.5664	unknown
MSTRG.46395	unknown
MSTRG.84491	unknown
MSTRG.65373	unknown
LOC111120471	GO:0003677;GO:0009058;GO:0034641
LOC111120351	GO:0006464;GO:0007165;GO:0009058;GO:0016301;GO:0016829;GO:0034641;GO:0043167;GO:0044281
MSTRG.51668	unknown
MSTRG.12864	unknown
LOC111118063	GO:0003674
MSTRG.21454	unknown
LOC111122055	GO:0008168
LOC111100481	unknown
MSTRG.35822	unknown
LOC111121109	GO:0005634;GO:0007049
MSTRG.40200	unknown
MSTRG.70614	unknown
LOC111106152	unknown
MSTRG.5579	unknown
MSTRG.77377	unknown
MSTRG.64954	unknown
MSTRG.14739	unknown
MSTRG.27428	unknown
LOC111129417	unknown
MSTRG.69640	unknown
MSTRG.39954	unknown
LOC111112604	GO:0002376;GO:0003677;GO:0005739;GO:0006259;GO:0006950
LOC111118441	unknown
MSTRG.83503	unknown
MSTRG.25954	unknown
MSTRG.69406	unknown
LOC111119804	GO:0009058;GO:0043167
MSTRG.49016	unknown
MSTRG.32318	unknown
LOC111124177	unknown
MSTRG.54201	unknown
MSTRG.9233	unknown
MSTRG.62318	unknown
MSTRG.61798	unknown
MSTRG.4105	unknown
MSTRG.1061	unknown
MSTRG.66617	unknown
MSTRG.84129	unknown
MSTRG.14105	unknown
MSTRG.82519	unknown
LOC111101190	GO:0043167
MSTRG.55755	unknown
MSTRG.31412	unknown
MSTRG.46277	unknown
LOC111130535	GO:0003674
MSTRG.11154	unknown
MSTRG.82378	unknown
MSTRG.79817	unknown
MSTRG.75686	unknown
LOC111121008	GO:0006457;GO:0006464;GO:0016853
LOC111129272	GO:0005575
MSTRG.30734	unknown
MSTRG.30180	unknown
MSTRG.75003	unknown
LOC111105890	GO:0005737;GO:0006520;GO:0009056;GO:0016829;GO:0034641
MSTRG.31031	unknown
MSTRG.83760	unknown
MSTRG.13430	unknown
MSTRG.60439	unknown
LOC111110620	GO:0003674
LOC111115300	GO:0003674
LOC111131033	GO:0003674
LOC111099494	unknown
LOC111132751	unknown
MSTRG.22162	unknown
LOC111133071	GO:0043167
LOC111103579	GO:0003674
MSTRG.60063	unknown
LOC111099427	GO:0003674
LOC111119377	GO:0003674;GO:0005575;GO:0007165
MSTRG.29133	unknown
MSTRG.23236	unknown
MSTRG.41116	unknown
LOC111122998	unknown
MSTRG.45624	unknown
LOC111100578	GO:0003723;GO:0016810;GO:0034641
MSTRG.9997	unknown
LOC111119620	unknown
LOC111100898	unknown
MSTRG.3135	unknown
MSTRG.67630	unknown
LOC111136338	unknown
MSTRG.57463	unknown
MSTRG.49267	unknown
LOC111113003	unknown
MSTRG.73162	unknown
MSTRG.58197	unknown
MSTRG.65933	unknown
MSTRG.5241	unknown
LOC111125945	GO:0003674;GO:0005575;GO:0007165
LOC111136178	unknown
LOC111103027	GO:0043167
MSTRG.22208	unknown
MSTRG.74904	unknown
MSTRG.28941	unknown
